NSM,WeekStatus,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
22920,1,22.54,25.16,427.4,853.6,0.004249921074908,0
22861,1,22.54,25.14,421.8,845.6,0.004246519694825,0
22801,1,22.525,25.1,426,834.25,0.004235829151695,0
22740,1,22.5,25.04,421.8,826.4,0.004219177717923,0
22680,1,22.5,25,419,819.6,0.004212392172553,0
22620,1,22.5,25,419,829.6,0.004212392172553,0
22560,1,22.5,25,419,824,0.004212392172553,0
22501,1,22.5,24.912,419,814.2,0.004197464490352,0
22441,1,22.5,24.89,419,813.5,0.004193732681004,0
22380,1,22.5,24.89,419,813.8,0.004193732681004,0
22320,1,22.5,24.89,419,811,0.004193732681004,0
22260,1,22.478,24.87,419,804.6,0.004184704111081,0
22200,1,22.456,24.83,419,807.8,0.004172308180643,0
22140,1,22.5,24.8566666666667,419,802.333333333333,0.004188078509166,0
22081,1,22.4175,24.7475,419,796.75,0.004148566365506,0
22020,1,22.456,24.81,419,794.4,0.004168924956419,0
21960,1,22.39,24.7,419,790.6,0.004133586484592,0
21900,1,22.4175,24.7225,419,789.75,0.004144347547437,0
21841,1,22.39,24.7,419,782.2,0.004133586484592,0
21780,1,22.39,24.7225,419,772.25,0.004137376943896,1
21721,1,22.39,24.7170833333333,419,772.925,0.004136464421721,1
21661,1,22.39,24.7116666666667,419,773.6,0.004135551902206,1
21600,1,22.39,24.625,419,773.75,0.004120951951685,1
21540,1,22.39,24.754,416.2,771.8,0.004142683664023,1
21480,1,22.39,24.912,418.6,782.8,0.004169302855517,1
21420,1,22.39,25.245,415,796.5,0.004225412741268,1
21360,1,22.39,25.0925,310.25,809,0.00419971552453,1
21301,1,22.39,25,0,805.5,0.004184129715689,0
21240,1,22.35,24.978,0,791.4,0.004170196322755,0
21180,1,22.3233333333333,25,0,779.333333333333,0.004167082415804,0
21120,1,22.365,24.9725,0,780.75,0.004173103453783,0
21061,1,22.315,24.89,0,781.75,0.004146507840838,0
21000,1,22.29,24.9175,0,781,0.004144766979406,0
20941,1,22.29,24.912,0,778.4,0.004143846016637,0
20881,1,22.26,24.8566666666667,0,769.333333333333,0.004126987563375,0
20820,1,22.254,24.85,0,766.5,0.004124356601088,0
20760,1,22.23,24.7933333333333,0,763.25,0.004108841353921,0
20700,1,22.26,24.8233333333333,0,762.333333333333,0.004121416511641,0
20640,1,22.2,24.79,0,761.5,0.004100737269636,0
20581,1,22.2,24.79,0,761,0.004100737269636,0
20521,1,22.2,24.736,0,757,0.004091745880951,0
20460,1,22.2,24.79,0,752.333333333333,0.004100737269636,0
20400,1,22.1333333333333,24.7,0,748.666666666667,0.004069083657579,0
20340,1,22.1,24.7,0,746.25,0.004060772100333,0
20280,1,22.15,24.7225,0,745.25,0.004076979822486,0
20220,1,22.1,24.7,0,740.666666666667,0.004060772100333,0
20161,1,22.1,24.7,0,738,0.004060772100333,0
20101,1,22.1333333333333,24.7,0,732.666666666667,0.004069083657579,0
20040,1,22.1,24.7,0,727,0.004060772100333,0
19980,1,22.1,24.675,0,716,0.004056635201408,0
19920,1,22.0666666666667,24.6666666666667,0,723.25,0.004046970999018,0
19860,1,22.0666666666667,24.6666666666667,0,718.333333333333,0.004046970999018,0
19801,1,22,24.58,0,716.6,0.004016192787332,0
19741,1,21.978,24.6,0,714,0.00401405622234,0
19680,1,21.978,24.56,0,714.2,0.004007487249319,0
19620,1,21.945,24.6,0,715,0.00400593001937,0
19560,1,21.9266666666667,24.5,0,706.666666666667,0.003985051574931,0
19500,1,21.89,24.5,0,706,0.003976085476105,0
19440,1,21.89,24.525,0,698.75,0.003980168668337,0
19381,1,21.89,24.5,0,692.5,0.003976085476105,0
19320,1,21.89,24.5,0,694.75,0.003976085476105,0
19260,1,21.815,24.4175,0,697.25,0.003944389282612,0
19200,1,21.8233333333333,24.4633333333333,0,692,0.003953865072811,0
19141,1,21.79,24.39,0,691,0.003933868137961,0
19080,1,21.79,24.39,0,689.75,0.003933868137961,0
19021,1,21.79,24.39,0,689,0.003933868137961,0
18961,1,21.7675,24.39,0,687,0.003928429537437,0
18900,1,21.7675,24.365,0,679.75,0.003924377451405,0
18840,1,21.754,24.35,0,668.4,0.003918691660167,0
18780,1,21.7,24.29,0,665.666666666667,0.003896013014585,0
18720,1,21.7,24.29,0,664.75,0.003896013014585,0
18660,1,21.7,24.29,0,668,0.003896013014585,0
18601,1,21.7,24.29,0,661.25,0.003896013014585,0
18540,1,21.64,24.236,0,658.2,0.003872971993961,0
18480,1,21.6,24.2,0,656,0.003857673182753,0
18420,1,21.6,24.2,0,654.8,0.003857673182753,0
18361,1,21.6,24.2225,0,653.75,0.003861282127931,0
18300,1,21.5,24.26,0,650.333333333333,0.00384355240303,0
18241,1,21.5,24.2,0,650.75,0.003833987908547,0
18181,1,21.55,24.2,0,648.25,0.003845814476278,0
18120,1,21.5,24.2,0,640.333333333333,0.003833987908547,0
18060,1,21.5,24.2,0,638,0.003833987908547,0
18000,1,21.5,24.2,0,636.25,0.003833987908547,0
17940,1,21.5,24.2,0,636.333333333333,0.003833987908547,0
17881,1,21.5,24.15,0,635.75,0.00382601771979,0
17821,1,21.5,24.175,0,635.5,0.003830002788793,0
17760,1,21.5,24.125,0,627.5,0.003822032701538,0
17700,1,21.5,24.15,0,626.25,0.00382601771979,0
17640,1,21.5,24.125,0,621.5,0.003822032701538,0
17580,1,21.5,24.1,0,621.75,0.003818047734037,0
17520,1,21.5,24.1,0,620.666666666667,0.003818047734037,0
17461,1,21.5,24.1,0,617,0.003818047734037,0
17401,1,21.5,24.1,0,612.75,0.003818047734037,0
17340,1,21.4725,24.075,0,614.5,0.003807605815361,0
17280,1,21.39,24,0,617.333333333333,0.003776419386111,0
17220,1,21.4266666666667,23.9266666666667,0,614.25,0.003773330001825,0
17160,1,21.39,23.9725,0,610.75,0.003772065997282,0
17101,1,21.39,23.9175,0,603,0.003763359401335,0
17041,1,21.39,23.945,0,603.5,0.003767712669024,0
16980,1,21.365,23.89,0,602,0.003753216149388,0
16920,1,21.3233333333333,24,0,605.666666666667,0.003760924857139,0
16860,1,21.34,23.9725,0,604.5,0.003760453321701,0
16800,1,21.315,23.9725,0,599,0.003754658807549,0
16740,1,21.3566666666667,24,0,600,0.003768665104041,0
16681,1,21.39,23.9725,0,596.5,0.003772065997282,0
16620,1,21.315,23.89,0,597.5,0.003741659632733,0
16560,1,21.29,23.945,0,594,0.003744545763364,0
16500,1,21.29,23.9725,0,590.5,0.003748872163523,0
16441,1,21.29,23.89,0,586.666666666667,0.003735893142519,0
16380,1,21.29,23.9266666666667,0,588,0.003741661529828,0
16321,1,21.29,23.89,0,585.5,0.003735893142519,0
16261,1,21.29,23.89,0,584.5,0.003735893142519,0
16200,1,21.254,23.85,0,587.2,0.003721324537226,0
16140,1,21.23,23.8233333333333,0,585,0.003711636795251,0
16080,1,21.218,23.81,0,579.4,0.003706800310232,0
16020,1,21.2,23.79,0,579.333333333333,0.003699554803461,0
15960,1,21.2,23.79,0,581.6,0.003699554803461,0
15901,1,21.2,23.79,0,581.666666666667,0.003699554803461,0
15840,1,21.2,23.79,0,577.5,0.003699554803461,0
15780,1,21.2,23.79,0,577.333333333333,0.003699554803461,0
15720,1,21.2,23.7675,0,574.25,0.003696035063658,0
15661,1,21.2,23.745,0,569,0.003692515363453,0
15600,1,21.2,23.76,0,565.333333333333,0.003694861825857,0
15541,1,21.2,23.7,0,561.4,0.003685476081839,0
15481,1,21.2,23.79,0,567.333333333333,0.003699554803461,0
15420,1,21.175,23.7,0,565.333333333333,0.003679791663599,0
15360,1,21.1666666666667,23.7,0,563.5,0.003677898575195,0
15300,1,21.125,23.675,0,559,0.003664553533474,0
15240,1,21.1,23.65,0,559.5,0.003655011935993,0
15181,1,21.125,23.65,0,550.5,0.003660661114723,0
15121,1,21.1,23.6,0,553,0.003647239327252,0
15060,1,21.1333333333333,23.6,0,552,0.003654757159622,0
15000,1,21.1,23.6,0,553.25,0.003647239327252,0
14940,1,21.1,23.6,0,545.75,0.003647239327252,0
14880,1,21.1,23.6,0,548,0.003647239327252,0
14820,1,21.1,23.6,0,547,0.003647239327252,0
14761,1,21.1,23.575,0,545.75,0.0036433530953,0
14701,1,21.1,23.5333333333333,0,544,0.003636876149334,0
14640,1,21.1,23.4725,0,545.5,0.003627420049045,0
14580,1,21.1,23.4725,0,547,0.003627420049045,0
14520,1,21.1,23.5,0,545.25,0.003631694689116,0
14460,1,21.1,23.5,0,541.25,0.003631694689116,0
14401,1,21.125,23.5,0,540.75,0.003637307619241,0
14341,1,21.1,23.5,0,533.333333333333,0.003631694689116,0
14280,1,21.1333333333333,23.5,0,528,0.003639180293897,0
14220,1,21.1,23.3925,0,537.75,0.003614985064602,0
14160,1,21.1,23.4725,0,539.5,0.003627420049045,0
14100,1,21.1,23.5,0,535.25,0.003631694689116,0
14040,1,21.1,23.5,0,537.25,0.003631694689116,0
13981,1,21.1,23.5,0,535.25,0.003631694689116,0
13920,1,21.1,23.5,0,533.4,0.003631694689116,0
13860,1,21.1,23.5,0,524.5,0.003631694689116,0
13800,1,21.1,23.434,0,524.8,0.003621435651079,0
13741,1,21.1,23.39,0,522.666666666667,0.003614596479304,0
13680,1,21.1,23.39,0,521,0.003614596479304,0
13621,1,21.125,23.39,0,519.75,0.003620182830547,0
13561,1,21.1,23.39,0,523,0.003614596479304,0
13500,1,21.1,23.39,0,523,0.003614596479304,0
13440,1,21.1,23.39,0,519,0.003614596479304,0
13380,1,21.1,23.365,0,519.5,0.003610710652865,0
13320,1,21.1,23.39,0,519.75,0.003614596479304,0
13260,1,21.1,23.365,0,520,0.003610710652865,0
13201,1,21.1,23.33,0,524.6,0.003605270576947,0
13140,1,21.075,23.315,0,520.25,0.003597378486079,0
13080,1,21.075,23.34,0,519,0.003601258184345,0
13020,1,21.1,23.29,0,523.2,0.003599053463174,0
12961,1,21.0333333333333,23.29,0,517.666666666667,0.003584257908464,0
12900,1,21.02,23.29,0,514.2,0.00358130523727,0
12841,1,21.025,23.29,0,516.5,0.00358241223771,0
12781,1,21,23.29,0,521,0.003576880249034,0
12720,1,21,23.29,0,520,0.003576880249034,0
12660,1,21,23.254,0,517.8,0.003571319620837,0
12600,1,21,23.26,0,514.333333333333,0.003572246385338,0
12540,1,21,23.2675,0,516.75,0.003573404844826,0
12481,1,21,23.29,0,520.75,0.003576880249034,0
12421,1,21,23.29,0,519.333333333333,0.003576880249034,0
12360,1,21,23.29,0,519,0.003576880249034,0
12300,1,21,23.29,0,509.75,0.003576880249034,0
12240,1,21,23.29,0,508.5,0.003576880249034,0
12180,1,20.9725,23.29,0,504.5,0.00357080375658,0
12120,1,21,23.29,0,506.5,0.003576880249034,0
12061,1,20.9725,23.29,0,509,0.00357080375658,0
12001,1,20.9633333333333,23.29,0,507.25,0.003568780281397,0
11940,1,21,23.29,0,509.333333333333,0.003576880249034,0
11880,1,20.89,23.2,0,509.666666666667,0.003538822218934,0
11820,1,20.89,23.245,0,508.25,0.003545725442687,0
11760,1,20.89,23.2225,0,510.25,0.003542273811765,0
11701,1,20.89,23.254,0,504,0.003547106105721,0
11641,1,20.89,23.26,0,499.333333333333,0.00354802655113,0
11580,1,20.89,23.2225,0,495,0.003542273811765,0
11520,1,20.89,23.2,0,496.25,0.003538822218934,0
11460,1,20.89,23.2,0,494.75,0.003538822218934,0
11400,1,20.89,23.2,0,492.5,0.003538822218934,0
11340,1,20.89,23.2,0,494.25,0.003538822218934,0
11281,1,20.89,23.2,0,492.333333333333,0.003538822218934,0
11220,1,20.89,23.125,0,493.75,0.003527317184587,0
11160,1,20.89,23.125,0,484.75,0.003527317184587,0
11100,1,20.89,23.1,0,489.25,0.003523482267183,0
11041,1,20.89,23.1,0,494.5,0.003523482267183,0
10980,1,20.89,23.1,0,495.666666666667,0.003523482267183,0
10921,1,20.89,23.1,0,501.5,0.003523482267183,0
10861,1,20.89,23.1,0,499.666666666667,0.003523482267183,0
10800,1,20.89,23.1,0,492.5,0.003523482267183,0
10740,1,20.89,23.1,0,494.25,0.003523482267183,0
10680,1,20.89,23.1,0,494,0.003523482267183,0
10620,1,20.9725,23.1,0,489.25,0.003541507249574,0
10560,1,20.9175,23.1,0,490,0.003529481592297,0
10501,1,20.89,23.1,0,495.5,0.003523482267183,0
10440,1,20.89,23.05,0,498,0.003515812573437,0
10380,1,20.89,23.05,0,495,0.003515812573437,0
10320,1,20.912,23,0,490.2,0.003512920800097,0
10261,1,20.9266666666667,23,0,492.333333333333,0.003516109139068,0
10200,1,20.89,23,0,491.666666666667,0.00350814306777,0
10141,1,20.89,22.956,0,488,0.003501394058354,0
10081,1,20.934,22.934,0,488,0.003507553059437,0
10020,1,20.89,23,0,485,0.00350814306777,0
9960,1,20.89,23,0,490,0.00350814306777,0
9900,1,20.9175,22.9725,0,489.5,0.003509890758388,0
9840,1,20.89,22.945,0,485.25,0.003499706828757,0
9781,1,20.89,22.89,0,485.666666666667,0.0034912708173,0
9721,1,20.9175,22.945,0,485,0.003505665445287,0
9660,1,20.89,22.956,0,485.2,0.003501394058354,0
9600,1,20.945,22.89,0,484,0.003503168078076,0
9540,1,20.89,22.9175,0,483,0.003495488794584,0
9480,1,20.89,22.89,0,481,0.0034912708173,0
9420,1,20.89,22.89,0,476.5,0.0034912708173,0
9361,1,20.89,22.89,0,475,0.0034912708173,0
9301,1,20.89,22.89,0,476,0.0034912708173,0
9240,1,20.89,22.89,0,478.5,0.0034912708173,0
9180,1,20.89,22.89,0,481,0.0034912708173,0
9120,1,20.89,22.89,0,483,0.0034912708173,0
9060,1,20.8566666666667,22.8566666666667,0,480.25,0.003478975663083,0
9001,1,20.89,22.89,0,480.25,0.0034912708173,0
8941,1,20.89,22.865,0,470.75,0.00348743634186,0
8880,1,20.89,22.89,0,474.75,0.0034912708173,0
8820,1,20.89,22.865,0,482.25,0.00348743634186,0
8760,1,20.89,22.89,0,480.333333333333,0.0034912708173,0
8700,1,20.89,22.89,0,480,0.0034912708173,0
8640,1,20.89,22.84,0,481.5,0.003483601913434,0
8581,1,20.89,22.84,0,483.5,0.003483601913434,0
8520,1,20.89,22.79,0,475.6,0.003475933197617,0
8460,1,20.89,22.76,0,475.333333333333,0.003471332058387,0
8400,1,20.89,22.815,0,477.666666666667,0.00347976753202,0
8341,1,20.89,22.79,0,475.75,0.003475933197617,0
8280,1,20.89,22.79,0,479.166666666667,0.003475933197617,0
8221,1,20.865,22.7675,0,475,0.003467115469633,0
8161,1,20.865,22.7675,0,474,0.003467115469633,0
8100,1,20.89,22.79,0,477.333333333333,0.003475933197617,0
8040,1,20.89,22.79,0,473,0.003475933197617,0
7980,1,20.89,22.7675,0,470,0.003472482336848,0
7920,1,20.865,22.675,0,468.75,0.003452951044459,0
7860,1,20.87,22.718,0,471.4,0.00346060593834,0
7801,1,20.89,22.7,0,471,0.003462129983006,0
7740,1,20.89,22.7,0,468,0.003462129983006,0
7680,1,20.85,22.678,0,468.6,0.003450206594736,0
7620,1,20.81,22.62,0,467.4,0.003432825036199,0
7561,1,20.79,22.6,0,469,0.003425529498762,0
7500,1,20.79,22.65,0,471.25,0.003433149934214,0
7441,1,20.8233333333333,22.73,0,470.666666666667,0.003452459386899,0
7381,1,20.79,22.6,0,466.75,0.003425529498762,0
7320,1,20.79,22.64,0,466.8,0.003431625832268,0
7260,1,20.79,22.7,0,468.75,0.003440770555369,0
