Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
21.6,26.5,0,517,0.004226803035275,0
21.6,26.5,0,515,0.004226803035275,0
21.6,26.5,0,512,0.004226803035275,0
21.6,26.5,0,515,0.004226803035275,0
21.65,26.55,0,511,0.00424789380271,0
21.6,26.5,0,514,0.004226803035275,0
21.6,26.445,0,508,0.004217970935468,0
21.6,26.4725,0,509.75,0.00422238695423,0
21.6,26.445,0,508.75,0.004217970935468,0
21.6,26.445,0,508.5,0.004217970935468,0
21.6,26.39,0,507,0.004209139084788,0
21.6,26.39,0,507,0.004209139084788,0
21.6,26.39,0,503.5,0.004209139084788,0
21.6,26.39,0,504,0.004209139084788,0
21.6,26.39,0,504,0.004209139084788,0
21.575,26.315,0,500.5,0.004190637126149,0
21.6,26.29,0,500,0.004193081812684,0
21.6,26.29,0,503.5,0.004193081812684,0
21.55,26.245,0,503,0.004172982022196,0
21.55,26.245,0,502.5,0.004172982022196,0
21.5,26.2,0,502,0.004152962010384,0
21.5666666666667,26.2,0,502,0.004170059149172,0
21.5,26.2,0,502.5,0.004152962010384,0
21.5,26.2,0,497,0.004152962010384,0
21.5,26.15,0,501.5,0.004144983695142,0
21.5,26.15,0,504,0.004144983695142,0
21.5,26.1,0,501,0.004137005583213,0
21.5,26.1,0,493.75,0.004137005583213,0
21.5,26.1,0,500,0.004137005583213,0
21.5,26.1,0,504.5,0.004137005583213,0
21.5,26.05,0,504,0.00412902767459,0
21.5,26.1,0,501,0.004137005583213,0
21.5,26,0,499,0.004121049969266,0
21.5,26,0,502,0.004121049969266,0
21.5,26,0,503.5,0.004121049969266,0
21.5,26,0,500.666666666667,0.004121049969266,0
21.5,26,0,493,0.004121049969266,0
21.5,26,0,492.5,0.004121049969266,0
21.5,26,0,493,0.004121049969266,0
21.5,25.89,0,495.5,0.004103499733122,0
21.5,26,0,492.666666666667,0.004121049969266,0
21.5,26,0,490,0.004121049969266,0
21.5,25.9266666666667,0,493,0.004109349702516,0
21.5,25.89,0,494.666666666667,0.004103499733122,0
21.5,25.89,0,496,0.004103499733122,0
21.5,25.89,0,491,0.004103499733122,0
21.5,25.84,0,490.5,0.004095522678299,0
21.5,25.84,0,490,0.004095522678299,0
21.5,25.89,0,491,0.004103499733122,0
21.5,25.89,0,491.666666666667,0.004103499733122,0
21.5,25.89,0,493.5,0.004103499733122,0
21.4725,25.865,0,493.75,0.004092567769502,0
21.5,25.84,0,490,0.004095522678299,0
21.5,25.79,0,488,0.004087545826741,0
21.5,25.79,0,490,0.004087545826741,0
21.5,25.79,0,487,0.004087545826741,0
21.445,25.745,0,492.5,0.004066555607149,0
21.445,25.745,0,493.5,0.004066555607149,0
21.4633333333333,25.76,0,493.333333333333,0.004073542303919,0
21.445,25.745,0,488,0.004066555607149,0
21.5,25.79,0,487.5,0.004087545826741,0
21.4266666666667,25.73,0,485.333333333333,0.004059578937064,0
21.39,25.7,0,484,0.004045655627795,0
21.39,25.7,0,489,0.004045655627795,0
21.445,25.745,0,488,0.004066555607149,0
21.5,25.79,0,493,0.004087545826741,0
21.39,25.7,0,491,0.004045655627795,0
21.445,25.745,0,488,0.004066555607149,0
21.445,25.745,0,487.25,0.004066555607149,0
21.39,25.7,0,489,0.004045655627795,0
21.5,25.79,0,489,0.004087545826741,0
21.39,25.7,0,486,0.004045655627795,0
21.4266666666667,25.73,0,484.666666666667,0.004059578937064,0
21.39,25.7,0,485,0.004045655627795,0
21.39,25.7,0,487,0.004045655627795,0
21.39,25.7,0,492,0.004045655627795,0
21.39,25.7,0,490.666666666667,0.004045655627795,0
21.39,25.7,0,488,0.004045655627795,0
21.39,25.7,0,485.5,0.004045655627795,0
21.39,25.7,0,486,0.004045655627795,0
21.39,25.7,0,485.5,0.004045655627795,0
21.39,25.7,0,486,0.004045655627795,0
21.39,25.7,0,480,0.004045655627795,0
21.39,25.7,0,481,0.004045655627795,0
21.39,25.7,0,481.666666666667,0.004045655627795,0
21.39,25.7,0,485.5,0.004045655627795,0
21.39,25.7,0,485,0.004045655627795,0
21.39,25.7,0,473,0.004045655627795,0
21.39,25.7,0,475,0.004045655627795,0
21.39,25.7,0,486,0.004045655627795,0
21.39,25.7,0,481.5,0.004045655627795,0
21.39,25.7,0,483,0.004045655627795,0
21.39,25.7,0,479,0.004045655627795,0
21.39,25.7,0,479,0.004045655627795,0
21.39,25.7,0,479,0.004045655627795,0
21.34,25.7,0,479,0.004033195251097,0
21.39,25.7,0,479,0.004045655627795,0
21.39,25.7,0,477,0.004045655627795,0
21.39,25.7,0,477.5,0.004045655627795,0
21.29,25.7,0,477.5,0.004020768725913,0
21.34,25.7,0,480,0.004033195251097,0
21.29,25.7,0,480,0.004020768725913,0
21.34,25.7,0,482,0.004033195251097,0
21.3233333333333,25.7,0,480.333333333333,0.00402904931868,0
21.34,25.7,0,477.5,0.004033195251097,0
21.29,25.7,0,476,0.004020768725913,0
21.39,25.7,0,479,0.004045655627795,0
21.39,25.7,0,471,0.004045655627795,0
21.29,25.7,0,474,0.004020768725913,0
21.29,25.7,0,477.5,0.004020768725913,0
21.34,25.7,0,476,0.004033195251097,0
21.29,25.7,0,474.25,0.004020768725913,0
21.39,25.7,0,475,0.004045655627795,0
21.29,25.7,0,476.5,0.004020768725913,0
21.34,25.7,0,474.5,0.004033195251097,0
21.29,25.7,0,478,0.004020768725913,0
21.29,25.7,0,475.333333333333,0.004020768725913,0
21.29,25.7,0,477,0.004020768725913,0
21.29,25.7,0,475.5,0.004020768725913,0
21.29,25.7,0,477.5,0.004020768725913,0
21.29,25.7,0,477.5,0.004020768725913,0
21.29,25.7,0,478,0.004020768725913,0
21.29,25.7,0,473.5,0.004020768725913,0
21.29,25.7,0,472.5,0.004020768725913,0
21.29,25.7,0,472,0.004020768725913,0
21.29,25.7,0,469.5,0.004020768725913,0
21.29,25.7,0,466.666666666667,0.004020768725913,0
21.29,25.7,0,467,0.004020768725913,0
21.29,25.7,0,469.5,0.004020768725913,0
21.2,25.6,0,469,0.003982828097735,0
21.29,25.7,0,471,0.004020768725913,0
21.29,25.7,0,469,0.004020768725913,0
21.26,25.6666666666667,0,467.333333333333,0.004008090128419,0
21.245,25.65,0,471.5,0.004001762737691,0
21.23,25.6333333333333,0,471.666666666667,0.003995443274542,0
21.29,25.7,0,475,0.004020768725913,0
21.2,25.6,0,471,0.003982828097735,0
21.2,25.6,0,471,0.003982828097735,0
21.245,25.65,0,471,0.004001762737691,0
21.245,25.65,0,474.5,0.004001762737691,0
21.2,25.6,0,475.5,0.003982828097735,0
21.2,25.6,0,474,0.003982828097735,0
21.2,25.6,0,469,0.003982828097735,0
21.2,25.6,0,474,0.003982828097735,0
21.2,25.6,0,474,0.003982828097735,0
21.2,25.6,0,468.5,0.003982828097735,0
21.2,25.6,0,469.5,0.003982828097735,0
21.2,25.6,0,472.5,0.003982828097735,0
21.2,25.6,0,467.5,0.003982828097735,0
21.2,25.6,0,469,0.003982828097735,0
21.2,25.55,0,466.5,0.003974999423799,0
21.2,25.5,0,469.5,0.003967170945675,0
21.2,25.5,0,469,0.003967170945675,0
21.2,25.5,0,467,0.003967170945675,0
21.2,25.5,0,467.333333333333,0.003967170945675,0
21.2,25.5,0,467,0.003967170945675,0
21.2,25.5,0,464.5,0.003967170945675,0
21.2,25.445,0,466,0.003958559845893,0
21.2,25.5,0,473,0.003967170945675,0
21.2,25.39,0,475,0.003949948983024,0
21.2,25.39,0,471,0.003949948983024,0
21.2,25.39,0,470,0.003949948983024,0
21.2,25.39,0,466.25,0.003949948983024,0
21.2,25.39,0,467,0.003949948983024,0
21.2,25.39,0,473,0.003949948983024,0
21.2,25.39,0,468,0.003949948983024,0
21.2,25.39,0,463,0.003949948983024,0
21.2,25.39,0,466,0.003949948983024,0
21.2,25.39,0,467,0.003949948983024,0
21.2,25.29,0,468,0.003934293475653,0
21.2,25.39,0,468,0.003949948983024,0
21.2,25.29,0,468,0.003934293475653,0
21.2,25.34,0,465.5,0.003942121131448,0
21.2,25.39,0,464,0.003949948983024,0
21.2,25.34,0,464.5,0.003942121131448,0
21.2,25.29,0,465.666666666667,0.003934293475653,0
21.2,25.365,0,465.75,0.003946035032763,0
21.2,25.39,0,464,0.003949948983024,0
21.2,25.39,0,467,0.003949948983024,0
21.15,25.39,0,466.5,0.003937767460221,0
21.2,25.39,0,465,0.003949948983024,0
21.2,25.39,0,462,0.003949948983024,0
21.2,25.39,0,459.666666666667,0.003949948983024,0
21.2,25.29,0,458,0.003934293475653,0
21.2,25.34,0,462.5,0.003942121131448,0
21.2,25.29,0,467,0.003934293475653,0
21.2,25.29,0,466.5,0.003934293475653,0
21.2,25.29,0,463,0.003934293475653,0
21.2,25.29,0,465,0.003934293475653,0
21.2,25.29,0,463.25,0.003934293475653,0
21.2,25.29,0,460,0.003934293475653,0
21.2,25.29,0,457,0.003934293475653,0
21.2,25.29,0,456,0.003934293475653,0
21.245,25.245,0,454,0.00393817695145,0
21.23,25.23,0,454,0.003932178655996,0
21.29,25.29,0,458,0.003956216176531,0
21.2,25.2,0,456,0.003920204188566,0
21.245,25.245,0,456.5,0.00393817695145,0
21.245,25.245,0,458.5,0.00393817695145,0
21.26,25.26,0,459.666666666667,0.003944182631589,0
21.245,25.245,0,464,0.00393817695145,0
21.245,25.2,0,465,0.003931112661451,0
21.29,25.2,0,461,0.003942047886573,0
21.245,25.2,0,458.5,0.003931112661451,0
21.29,25.2,0,459,0.003942047886573,0
21.29,25.2,0,451,0.003942047886573,0
21.29,25.2,0,456,0.003942047886573,0
21.29,25.2,0,463,0.003942047886573,0
21.29,25.2,0,461.666666666667,0.003942047886573,0
21.29,25.2,0,458,0.003942047886573,0
21.29,25.2,0,450,0.003942047886573,0
21.29,25.2,0,457,0.003942047886573,0
21.29,25.2,0,456,0.003942047886573,0
21.29,25.2,0,456,0.003942047886573,0
21.29,25.2,0,461,0.003942047886573,0
21.29,25.2,0,463,0.003942047886573,0
21.29,25.2,0,460,0.003942047886573,0
21.29,25.2,0,456,0.003942047886573,0
21.29,25.2,0,454.5,0.003942047886573,0
21.29,25.2,0,448.5,0.003942047886573,0
21.29,25.2,0,453.5,0.003942047886573,0
21.29,25.2,0,454,0.003942047886573,0
21.29,25.2,0,454,0.003942047886573,0
21.29,25.245,0,450.5,0.003949131951378,0
21.29,25.245,0,453,0.003949131951378,0
21.2,25.2,0,457,0.003920204188566,0
21.2,25.2,0,452.5,0.003920204188566,0
21.2,25.2,0,449,0.003920204188566,0
21.2,25.2,0,458.666666666667,0.003920204188566,0
21.2,25.2,0,454.5,0.003920204188566,0
21.2,25.245,0,455.5,0.003927248752824,0
21.2,25.245,0,453.5,0.003927248752824,0
21.2,25.29,0,452,0.003934293475653,0
21.2,25.29,0,451.5,0.003934293475653,0
21.2,25.29,0,451,0.003934293475653,0
21.1666666666667,25.3566666666667,0,450.333333333333,0.003936616494527,0
21.1666666666667,25.39,0,450,0.003941824282307,0
21.15,25.39,0,453.5,0.003937767460221,0
21.1,25.39,0,454,0.003925619072437,0
21.15,25.39,0,452.5,0.003937767460221,0
21.1,25.39,0,454,0.003925619072437,0
21.1,25.39,0,457,0.003925619072437,0
21.1,25.4633333333333,0,450.333333333333,0.003937029111724,0
21.1,25.5,0,451,0.003942734287364,0
21.1,25.5,0,451,0.003942734287364,0
21.05,25.445,0,449,0.003922034656554,0
21.1,25.5,0,449,0.003942734287364,0
21.05,25.445,0,450,0.003922034656554,0
21.05,25.445,0,449,0.003922034656554,0
21.1,25.5,0,445,0.003942734287364,0
21,25.39,0,443,0.003901421390937,0
21.1,25.5,0,446.5,0.003942734287364,0
21.1,25.5,0,446,0.003942734287364,0
21.1,25.5,0,451.5,0.003942734287364,0
21.1,25.39,0,445,0.003925619072437,0
21.1,25.39,0,449,0.003925619072437,0
21.1,25.39,0,451.666666666667,0.003925619072437,0
21.1,25.39,0,452,0.003925619072437,0
21.1,25.39,0,451,0.003925619072437,0
21.05,25.34,0,450,0.003905748566706,0
21.1,25.39,0,450,0.003925619072437,0
21.1,25.39,0,448,0.003925619072437,0
21.1,25.39,0,450.666666666667,0.003925619072437,0
21.1,25.39,0,450,0.003925619072437,0
21.15,25.39,0,446,0.003937767460221,0
21.1,25.39,0,444,0.003925619072437,0
21.125,25.39,0,447.5,0.003931689129317,0
21.1333333333333,25.39,0,443.333333333333,0.003933714319802,0
21.1,25.34,0,443.5,0.003917839738695,0
21.1,25.34,0,444,0.003917839738695,0
21.15,25.34,0,449,0.003929963901067,0
21.2,25.29,0,449.333333333333,0.003934293475653,0
21.15,25.29,0,448,0.003922160536486,0
21.15,25.245,0,449.5,0.003915137674714,0
21.2,25.245,0,450,0.003927248752824,0
21.2,25.2,0,447,0.003920204188566,0
21.2,25.2,0,446,0.003920204188566,0
21.1333333333333,25.2,0,443,0.003904092541763,0
21.1666666666667,25.2,0,444,0.003912141052684,0
21.2,25.2,0,444.5,0.003920204188566,0
21.2,25.2,0,445,0.003920204188566,0
21.2,25.2,0,451,0.003920204188566,0
21.2,25.2,0,450,0.003920204188566,0
21.2,25.2,0,444,0.003920204188566,0
21.2,25.2,0,443,0.003920204188566,0
21.2,25.1,0,438.5,0.003904550169023,0
21.2,25.1,0,441,0.003904550169023,0
21.2,25.1,0,444,0.003904550169023,0
21.2,25.15,0,441.5,0.003912377080918,0
21.2,25.1,0,441,0.003904550169023,0
21.2,25.1,0,439.5,0.003904550169023,0
21.2,25.1,0,441,0.003904550169023,0
21.2,25.1,0,442,0.003904550169023,0
21.2,25.1,0,441,0.003904550169023,0
21.2,25.1,0,436,0.003904550169023,0
21.2,25.1,0,442.5,0.003904550169023,0
21.2,25.1,0,446,0.003904550169023,0
21.2,25.1,0,443,0.003904550169023,0
21.2,25.1,0,437.5,0.003904550169023,0
21.2,25.1,0,440.5,0.003904550169023,0
21.2,25.05,0,439.5,0.003896723452874,0
21.2,25,0,443,0.003888896932463,0
21.2,25,0,443,0.003888896932463,0
21.2,25,0,438.5,0.003888896932463,0
21.2,25,0,438,0.003888896932463,0
21.2,25,0,442.333333333333,0.003888896932463,0
21.2,25,0,448,0.003888896932463,0
21.2,25.1,0,447.5,0.003904550169023,0
21.125,25.1,0,445.75,0.003886501488369,0
21.1,25,0,439,0.003864945397021,0
21.1,25.1,0,440,0.0038805016283,0
21.1,25.1,0,441.5,0.0038805016283,0
21.1,25.0666666666667,0,439,0.00387531613195,0
21.1,25,0,439,0.003864945397021,0
21.1,25.1,0,437.5,0.0038805016283,0
21.05,25.05,0,437.5,0.003860772340095,0
21.1,25.1,0,439.333333333333,0.0038805016283,0
21.1,25.1,0,443,0.0038805016283,0
21,25,0,440.5,0.003841124005714,0
21,25,0,442.333333333333,0.003841124005714,0
21,25,0,440.666666666667,0.003841124005714,0
21,25,0,440,0.003841124005714,0
21,25,0,439,0.003841124005714,0
21,25,0,442,0.003841124005714,0
21,25,0,443.5,0.003841124005714,0
21,25,0,445,0.003841124005714,0
21,25,0,445,0.003841124005714,0
21,25.05,0,442.5,0.003848853790461,0
21,25.1,0,440,0.003856583766151,0
21,25,0,439.5,0.003841124005714,0
21,25,0,438.5,0.003841124005714,0
21,25,0,435,0.003841124005714,0
21,25,0,439.5,0.003841124005714,0
21,25,0,440.5,0.003841124005714,0
21,25,0,439.5,0.003841124005714,0
21,25,0,441,0.003841124005714,0
21,25,0,442,0.003841124005714,0
21,25,0,445,0.003841124005714,0
21,25,0,444,0.003841124005714,0
21,25,0,445,0.003841124005714,0
21,24.89,0,444,0.003824119151359,0
21,24.89,0,443,0.003824119151359,0
21,24.89,0,448,0.003824119151359,0
21.05,24.945,0,443,0.003844489438061,0
21.05,24.945,0,440,0.003844489438061,0
21,24.89,0,440,0.003824119151359,0
21.0333333333333,24.9266666666667,0,441,0.003837689838181,0
21.05,24.945,0,440.5,0.003844489438061,0
21.05,24.945,0,444.5,0.003844489438061,0
21.1,25,0,446,0.003864945397021,0
21.05,24.945,0,442.5,0.003844489438061,0
21,24.89,0,439,0.003824119151359,0
21.1,24.89,0,441,0.00384783443575,0
21.1,24.89,0,438.333333333333,0.00384783443575,0
21.0333333333333,24.89,0,439.5,0.003832009888551,0
21.075,24.9725,0,440.75,0.003854706689732,0
21.0333333333333,24.9266666666667,0,437,0.003837689838181,0
21.1,24.945,0,440.5,0.003856389799432,0
21.1,24.9175,0,442.25,0.003852112088353,0
21.1,24.89,0,435,0.00384783443575,0
21.1,24.89,0,435.5,0.00384783443575,0
21.1,24.89,0,432,0.00384783443575,0
21.1,24.89,0,439.5,0.00384783443575,0
21.05,24.84,0,442.5,0.003828207383264,0
21.1,24.89,0,438.5,0.00384783443575,0
21.05,24.84,0,435.5,0.003828207383264,0
21.0666666666667,24.8566666666667,0,437.333333333333,0.003834740757641,0
21.1,24.89,0,437,0.00384783443575,0
21.0333333333333,24.8233333333333,0,438,0.003821682971541,0
21.025,24.84,0,435,0.003822294654356,0
21,24.79,0,440,0.003808660994727,0
21,24.8233333333333,0,441.333333333333,0.003813813628754,0
21,24.8566666666667,0,435,0.00381896634763,0
21,24.89,0,432,0.003824119151359,0
21,24.89,0,435.5,0.003824119151359,0
21,24.89,0,444,0.003824119151359,0
21,24.84,0,444.5,0.003816389977586,0
21,24.89,0,446,0.003824119151359,0
21,24.89,0,445,0.003824119151359,0
21,24.89,0,438.333333333333,0.003824119151359,0
21,24.89,0,445.5,0.003824119151359,0
21,24.89,0,439,0.003824119151359,0
21,24.89,0,439,0.003824119151359,0
20.945,24.89,0,439.5,0.003811130748156,0
20.9633333333333,24.89,0,443.333333333333,0.003815455888003,0
20.89,24.89,0,443.5,0.003798181251197,0
20.9266666666667,24.89,0,444,0.003806809931223,0
21,24.89,0,447.5,0.003824119151359,0
20.89,24.89,0,445.5,0.003798181251197,0
20.89,24.89,0,443,0.003798181251197,0
20.89,24.89,0,438,0.003798181251197,0
20.89,24.89,0,428,0.003798181251197,0
20.89,24.89,0,431,0.003798181251197,0
20.89,24.89,0,441,0.003798181251197,0
20.89,24.89,0,446,0.003798181251197,0
20.89,24.89,0,447,0.003798181251197,0
20.89,24.89,0,439,0.003798181251197,0
20.89,24.89,0,438.333333333333,0.003798181251197,0
20.89,24.89,0,442,0.003798181251197,0
20.9266666666667,24.79,0,443.333333333333,0.003791422167179,0
20.89,24.79,0,448,0.003782828576555,0
20.89,24.79,0,444.5,0.003782828576555,0
20.9266666666667,24.79,0,443.333333333333,0.003791422167179,0
20.945,24.79,0,445,0.003795725412711,0
21,24.7,0,445,0.003794749306662,0
21,24.7,0,443.5,0.003794749306662,0
21,24.7,0,439,0.003794749306662,0
21,24.7,0,441.5,0.003794749306662,0
21,24.6333333333333,0,441.333333333333,0.003784444751299,0
21,24.6,0,441,0.003779292600876,0
21,24.6,0,441,0.003779292600876,0
21,24.6,0,440,0.003779292600876,0
21,24.6,0,436,0.003779292600876,0
21,24.6,0,444,0.003779292600876,0
21,24.6,0,442,0.003779292600876,0
21,24.6,0,443.666666666667,0.003779292600876,0
21,24.6,0,439.5,0.003779292600876,0
21,24.5666666666667,0,439.333333333333,0.003774140535288,0
21,24.55,0,443.5,0.003771564534307,0
21,24.5,0,445,0.003763836658611,0
21,24.5,0,441.5,0.003763836658611,0
21,24.5,0,445,0.003763836658611,0
21,24.5,0,444.5,0.003763836658611,0
21,24.5,0,443.666666666667,0.003763836658611,0
21,24.5,0,445.5,0.003763836658611,0
21,24.445,0,445,0.003755336215796,0
21,24.445,0,443.5,0.003755336215796,0
21,24.39,0,447,0.00374683600392,0
21,24.39,0,444,0.00374683600392,0
21,24.5,0,442.5,0.003763836658611,0
21,24.4266666666667,0,445,0.003752502786178,0
21,24.5,0,444,0.003763836658611,0
21,24.39,0,440,0.00374683600392,0
