NSM,WeekStatus,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
13260,1,21,29.55,0,503,0.004545317193904,0
13201,1,21,29.6,0,502,0.004553064383573,0
13140,1,21,29.2,0,502,0.00449109223013,0
13080,1,21,29.23,0,500,0.004495739716391,0
13020,1,21,29.745,0,504,0.004575532317074,0
12961,1,21,29.245,0,506.5,0.004498063485379,0
12900,1,21,30.09,0,497,0.004628996982331,0
12841,1,20.9725,30.0475,0,493.5,0.00461454449618,0
12781,1,20.945,30.4,0,494.5,0.004661138584047,0
12720,1,20.9266666666667,30.0933333333333,0,499.666666666667,0.004608532048461,0
12660,1,20.9266666666667,29.83,0,498.333333333333,0.004567908681514,0
12600,1,20.89,30.29,0,498,0.004628345833035,0
12540,1,20.89,29.35,0,499,0.004483677406458,0
12481,1,20.89,29.7633333333333,0,501.666666666667,0.004547282244178,0
12421,1,20.945,30,0,499,0.004599354305254,0
12360,1,20.89,29.6175,0,492.25,0.004524839546726,0
12300,1,20.89,29.79,0,495,0.004551386225596,0
12240,1,20.89,29.92,0,492,0.004571393904941,0
12180,1,20.89,29.3,0,494.5,0.004475984148418,0
12120,1,20.89,29.5,0,499,0.004506758314316,0
12061,1,20.89,29.5933333333333,0,497.333333333333,0.004521120626439,0
12001,1,20.89,29.7,0,493,0.00453753550378,0
11940,1,20.89,29.79,0,491.5,0.004551386225596,0
11880,1,20.89,29.7675,0,492,0.004547923487731,0
11820,1,20.89,29.495,0,492,0.004505988923321,0
11760,1,20.89,30.42,0,486,0.004648358427867,0
11701,1,20.89,29.6,0,488,0.004522146531074,0
11641,1,20.8566666666667,29.6266666666667,0,491.333333333333,0.004516909276407,0
11580,1,20.89,29.495,0,491,0.004505988923321,0
11520,1,20.89,29.35,0,491,0.004483677406458,0
11460,1,20.89,29.5,0,496,0.004506758314316,0
11400,1,20.89,29.29,0,500,0.004474445519484,0
11340,1,20.79,29.1666666666667,0,495.666666666667,0.00442793854732,0
11281,1,20.89,29.65,0,489,0.00452984092293,0
11220,1,20.89,29.65,0,489,0.00452984092293,0
11160,1,20.79,29.5,0,489,0.004478907956702,0
11100,1,20.8566666666667,29.5333333333333,0,495,0.004502576582374,0
11041,1,20.8233333333333,30.1266666666667,0,494,0.004584219172654,0
10980,1,20.79,29.2966666666667,0,495.5,0.004447815630425,0
10921,1,20.84,30.045,0,495,0.004576427621453,0
10861,1,20.79,29.545,0,493.5,0.00448578946242,0
10800,1,20.79,29.495,0,494,0.004478143354288,0
10740,1,20.79,29.29,0,496,0.004446796262144,0
10680,1,20.79,29.395,0,486,0.004462851697922,0
10620,1,20.79,30.25,0,485,0.004593619459283,0
10560,1,20.79,29.34,0,490,0.004454441605115,0
10501,1,20.79,29.3,0,488,0.004448325315809,0
10440,1,20.76,29.5633333333333,0,484.666666666667,0.004480249527336,0
10380,1,20.79,30.0966666666667,0,485.333333333333,0.004570163913716,0
10320,1,20.79,29.89,0,487.5,0.004538552695841,0
10261,1,20.79,29.89,0,493,0.004538552695841,0
10200,1,20.79,29.795,0,496.5,0.004524022802857,0
10141,1,20.79,30.05,0,490,0.004563025617962,0
10081,1,20.79,29.85,0,493.5,0.004532434764022,0
10020,1,20.79,29.45,0,489,0.004471262016542,0
9960,1,20.79,29.83,0,486.333333333333,0.004529375842918,0
9900,1,20.79,29.445,0,486.5,0.00447049743279,0
9840,1,20.79,29.39,0,486,0.004462087134699,0
9781,1,20.79,29.55,0,486,0.004486554083499,0
9721,1,20.79,29.39,0,486,0.004462087134699,0
9660,1,20.79,30.2,0,488,0.004585970718862,0
9600,1,20.79,29.7933333333333,0,489.333333333333,0.004523767898469,0
9540,1,20.79,29.39,0,488.5,0.004462087134699,0
9480,1,20.79,29.245,0,488,0.00443991561302,0
9420,1,20.79,29.05,0,493,0.004410101213342,0
9361,1,20.79,29.2475,0,489,0.00444029786734,0
9301,1,20.79,30.6,0,486,0.004647165871302,0
9240,1,20.79,29.79,0,486.666666666667,0.004523258090315,0
9180,1,20.745,29.545,0,490.5,0.004473287137158,0
9120,1,20.79,29.945,0,487.5,0.004546965047182,0
9060,1,20.79,30.045,0,488,0.004562260810206,0
9001,1,20.79,29.59,0,494,0.004492671119319,0
8941,1,20.79,29.495,0,492,0.004478143354288,0
8880,1,20.79,29.95,0,487.5,0.004547729817597,0
8820,1,20.79,29.795,0,489.5,0.004524022802857,0
8760,1,20.7,29.79,0,488,0.004498074116105,0
8700,1,20.7,29,0,488,0.004377950258129,0
8640,1,20.79,29.495,0,492,0.004478143354288,0
8581,1,20.79,29.33,0,488,0.004452912521592,0
8520,1,20.79,29.2,0,486,0.004433035115044,0
8460,1,20.79,29.84,0,489,0.004530905299736,0
8400,1,20.76,29.4266666666667,0,488.333333333333,0.004459389544691,0
8341,1,20.745,29.52,0,487.5,0.004469474791062,0
8280,1,20.79,29.5,0,489,0.004478907956702,0
8221,1,20.79,28.895,0,495,0.004386404612312,0
8161,1,20.7,29.145,0,492,0.004399994856354,0
8100,1,20.7225,29.67,0,488.75,0.00448608316563,0
8040,1,20.7,29.3566666666667,0,491,0.004432177687962,0
7980,1,20.745,29.39,0,492.5,0.004449651339296,0
7920,1,20.745,29.29,0,486,0.004434403383914,0
7860,1,20.7,29.39,0,495,0.004437246151818,0
7801,1,20.7,29.34,0,494.5,0.00442964348679,0
7740,1,20.7,28.65,0,495,0.004324745551204,0
7680,1,20.7,28.9,0,496,0.004362747990947,0
7620,1,20.7,29.6,0,490.5,0.004469179360207,0
7561,1,20.7,29.695,0,492,0.004483626404985,0
7500,1,20.7,28.645,0,485,0.004323985549445,0
7441,1,20.7,29.2633333333333,0,490.333333333333,0.004417986425487,0
7381,1,20.7,29.29,0,489,0.004422041006298,0
7320,1,20.7,29.9966666666667,0,490,0.004529506526272,0
7260,1,20.7,29.4966666666667,0,493.333333333333,0.004453465787331,0
7200,1,20.7,29.2,0,488,0.004408357006419,0
7140,1,20.7,29.13,0,490.666666666667,0.00439771430872,0
7081,1,20.7,28.7225,0,489,0.004335765783984,0
7021,1,20.7,29.0266666666667,0,487,0.004382004320675,0
6960,1,20.7,29.545,0,490.5,0.004460815586196,0
6900,1,20.7,28.895,0,494,0.004361987896958,0
6840,1,20.7,28.895,0,494.5,0.004361987896958,0
6780,1,20.7,29.195,0,486,0.004407596801732,0
6720,1,20.7,29.4,0,488.5,0.004438766706968,0
6661,1,20.7,29.945,0,489.5,0.004521648128044,0
6601,1,20.7,29.445,0,491.5,0.004445609296494,0
6540,1,20.7,29.195,0,489,0.004407596801732,0
6480,1,20.7,29.09,0,491.5,0.004391632929545,0
6420,1,20.7,29.3,0,489,0.004423561487634,0
6360,1,20.7,28.995,0,492.5,0.004377190127244,0
6301,1,20.7,29.045,0,491,0.004384791519116,0
6241,1,20.7,29.35,0,485,0.004431164005033,0
6180,1,20.7,28.745,0,488,0.004339185935078,0
6120,1,20.7,28.495,0,489.5,0.004301186354291,0
6060,1,20.7,28.56,0,486.333333333333,0.004311065801728,0
6000,1,20.7,28.2,0,487,0.004256352778971,0
5940,1,20.6,28,0,487,0.00419981916413,0
5881,1,20.7,28.8,0,491.5,0.004347546461669,0
5820,1,20.7,28.29,0,487,0.004270030138466,0
5760,1,20.6333333333333,28.9966666666667,0,487,0.004359370221733,0
5700,1,20.6,28.195,0,488,0.004229266780504,0
5641,1,20.6,28.33,0,486.333333333333,0.004249655214323,0
5580,1,20.6,28.4,0,486,0.004260227517489,0
5521,1,20.6,28.1,0,487,0.004214920159896,0
5461,1,20.6,28.495,0,497,0.004274576214185,0
5400,1,20.6,29,0,498,0.004350861903754,0
5340,1,20.6,28.945,0,497,0.00434255265953,0
5280,1,20.6,28.79,0,496.5,0.004319136884618,0
5220,1,20.6,28.0333333333333,0,487,0.004204852748461,0
5160,1,20.5,27.995,0,486.5,0.004173070027908,0
5101,1,20.5,27.895,0,491.5,0.004158063894812,0
5040,1,20.5,28.59,0,489,0.004262371393468,0
4980,1,20.5333333333333,28.0233333333333,0,488,0.004185979646101,0
